VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Store_Name,STORE NAME,DCW_550801.doc,string,,,,,,,PhenX,PX550801010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Street,STREET,DCW_550801.doc,string,,,,,,,PhenX,PX550801020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_City,CITY,DCW_550801.doc,string,,,,,,,PhenX,PX550801030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_St,ST,DCW_550801.doc,string,,,,,,,PhenX,PX550801040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Zip,ZIP,DCW_550801.doc,string,,,,,,,PhenX,PX550801050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Sic,SIC,DCW_550801.doc,string,,,,,,,PhenX,PX550801060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Phone,PHONE,DCW_550801.doc,string,,,,,,,PhenX,PX550801070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Screening_Outcome,SCREENING OUTCOME:,DCW_550801.doc,string,,,,,,,PhenX,PX550801080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Label_Corrections,LABEL CORRECTIONS:,DCW_550801.doc,string,,,,,,,PhenX,PX550801090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Final_Status,Final Status,DCW_550801.doc,encoded values,,,,,,,PhenX,PX550801100000,,,,,01 = OBSERVATION COMPLETED,02 = STORE NOT FOUND (EXPLAIN),03 = STORE NOT OPEN TODAY,04 = OUT OF BUSINESS,05 = NO TOBACCO OR ALCOHOL SOLD,06 = NOT SAFE (EXPLAIN),07 = STAFF SUSPICIOUS/ASKED TO LEAVE (EXPLAIN),08 = OUT OF SAMPLE AREA (EXPLAIN),09 = OVERSAMPLED (NOT NEEDED),10 = DUPLICATE W/ ID# __ __ - __ __ - __ __ __ __ - __ __ __ __,12 = RAN OUT OF TIME (EXPLAIN),13 = OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Final_Status_Duplicate_Id_Number,Final Status – Duplicate ID #,DCW_550801.doc,string,,,,,,,PhenX,PX550801100100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Final_Status_Other_Specify,Final Status – Other,DCW_550801.doc,string,,,,,,,PhenX,PX550801100200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Final_Status_Explanations,Final Status - Explanations,DCW_550801.doc,string,,,,,,,PhenX,PX550801100300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Date_Month,DATE Month,DCW_550801.doc,integer,,,,,,,PhenX,PX550801110100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX550801_Date_Day,DATE Day,DCW_550801.doc,integer,,,,,,,PhenX,PX550801110200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
