VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730701_Past30Days_Brand_Cigar_MostOften,"During the PAST 30 days, what BRAND of CIGAR did you smoke MOST OFTEN? ENTER CODE FOR BRAND (1-15).  ENTER 15 for OTHER BRAND NOT ON THE LIST",DCW_730701.doc,encoded values,,1,15,,"IF indicates “need to prompt with Follow-Up question Q2,” ask Q2 after asking main question Q1. Follow-up prompt appears for certain brands that produce regular and little cigars.",,PhenX,PX730701010000,,,,,1 = Al Capone (makes regular and little/small cigars),2 = Backwoods (regular only),3 = Black & Milds (makes regular and cigarillo-medium size cigars) (in Spanish use “medium size cigars “ instead of the word “cigarillo” here) with plastic hard filters),4 = Captain Black (little only),5 = Dutch Masters (regular/large cigar),6 = Dutch Treats (little cigar),7 = Erik (little only),8 = Hav-a-tampa  (makes regular and little/small cigars),9 = King Edward( makes  regular and little/small cigars),10 = Muriel (makes regular and little/small cigars),11 = Phillies (makes regular and little/small cigars),12 = Prime Time (little only),13 = Smoker's Choice (little only),14 = Swisher Sweet*  (makes regular and little/small cigars),15 = Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730701_RegularOrLittle_Cigar,Is that a regular or little cigar? Little cigars are cigarette size with a filter.,DCW_730701.doc,encoded values,,1,4,,skip logic,ASK IF Q1 ANSWERED,PhenX,PX730701020000,,,,,1 = Regular cigar,2 = Little/small cigars,3 = None of the above,"4 = Don't know, Refused",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730701_Past30Days_Usually_FlavoredCigars_FruitCandyFlavor,"During the past 30 days, did you USUALLY smoke flavored cigars? By flavored we mean fruit, candy, alcohol, clove or any other flavorings.",DCW_730701.doc,encoded values,,1,2,,,,PhenX,PX730701030000,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
