VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,
,Protocol 051202 - proprietary. Check DCW for contact.,DCW_051202.doc,,,,,,,,PhenX,PX051202000000,,,,,,,,,,,,,,
