VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Data_Type,Data type,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601030000,,,,,SP E S,SP I S,SP E B,SP I B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Barometric_Pressure,Barometric pressure,DCW_091601.doc,integer,mmHg,,,,,,PhenX,PX091601040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_BTPS_Calculation_Temperature,Temperature (&#186;C) used in BTPS calculation,DCW_091601.doc,decimal,Degree Celsius,,,,,,PhenX,PX091601050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Relative_Humidity,Relative humidity (%),DCW_091601.doc,decimal,percent,,,,,,PhenX,PX091601060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_FVC_Quality,FVC quality attribute,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601070000,,,,,A,B,C,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_FEV1_Quality,FEV1 quality attribute,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601080000,,,,,A,B,C,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Effort_Attribute,Effort attribute,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601090000,,,,,A,B,C,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Deleted_Maneuver,Deleted manoeuvre,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601110000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Acceptable_Maneuver,Acceptable manoeuvre,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601120000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Technician_Quality,Technician quality control code,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601130000,,,,,A,B,C,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Computer_Quality,Computer quality code,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601140000,,,,,A,B,C,D,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Plateau,Plateau achieved,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601150000,,,,,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Review,Review,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601160000,,,,,N = Needs review,R = Was reviewed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Date_Of_Review,Date of review,DCW_091601.doc,Date,,,,,,,PhenX,PX091601170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Reviewer_Initials,Reviewer initials,DCW_091601.doc,string,,,,,,,PhenX,PX091601180000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_BTPS_Factor,BTPS factor,DCW_091601.doc,decimal,,,,,,,PhenX,PX091601190000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Spirometer_Manufacturer,Spirometer manufacturer,DCW_091601.doc,string,,,,,,,PhenX,PX091601200100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Spirometer_Model,Spirometer model,DCW_091601.doc,string,,,,,,,PhenX,PX091601200200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Spirometer_Serial_Number,Spirometer serial number,DCW_091601.doc,integer,,,,,,,PhenX,PX091601200300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Spirometer_Type,Spirometer type,DCW_091601.doc,string,,,,,,,PhenX,PX091601210000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Testing_Facility,Testing facility name,DCW_091601.doc,string,,,,,,,PhenX,PX091601220000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_City,City,DCW_091601.doc,string,,,,,,,PhenX,PX091601230000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_State_Region,State/region,DCW_091601.doc,string,,,,,,,PhenX,PX091601240000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Zip_Code,Zip/post code,DCW_091601.doc,string,,,,,,,PhenX,PX091601250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Country,Country,DCW_091601.doc,string,,,,,,,PhenX,PX091601260000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Email,E-mail,DCW_091601.doc,string,,,,,,,PhenX,PX091601270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Phone_Number,Phone number,DCW_091601.doc,integer,,,,,,,PhenX,PX091601280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Calibration_Date,Calibration date,DCW_091601.doc,Date,,,,,,,PhenX,PX091601290000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Calibration_Time,Calibration time,DCW_091601.doc,Time,,,,,,,PhenX,PX091601300000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Calibration_Result,Calibration result,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601310000,,,,,P = Passed,F = Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Date,Date,DCW_091601.doc,Date,,,,,,,PhenX,PX091601320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Time,Time,DCW_091601.doc,Time,,,,,,,PhenX,PX091601330000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Technician_ID,Technician ID,DCW_091601.doc,string,,,,,,,PhenX,PX091601340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Maneuver_Number,Manoeuvre number,DCW_091601.doc,integer,,,,,,,PhenX,PX091601350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Age,Age,DCW_091601.doc,integer,,,,,,,PhenX,PX091601360000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Height,Height,DCW_091601.doc,decimal,centimeter,,,,,,PhenX,PX091601370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Weight,Weight,DCW_091601.doc,decimal,kilogram,,,,,,PhenX,PX091601380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Sex,Sex,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601390000,,,,,M,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Race,Race (2-character race code),DCW_091601.doc,string,,,,,,,PhenX,PX091601400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Date_Of_Birth,Date of birth,DCW_091601.doc,Date,,,,,,,PhenX,PX091601410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Reference_Value_Source,"Reference values source (first author surname and date of publication, e.g.''Knudson 1983'')",DCW_091601.doc,string,,,,,,,PhenX,PX091601420000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Reference_Value_Correction,Reference values correction factor,DCW_091601.doc,integer,,,,,,,PhenX,PX091601430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Testing_Position,Testing position,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601440000,,,,,standing,sitting,supine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Test_Type,Test type,DCW_091601.doc,enumerated,,,,,,,PhenX,PX091601450000,,,,,pre-bronchodilator,post-bronchodialtor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Methacholine_Concentration,Methacholine Concentration,DCW_091601.doc,decimal,,,,,,,PhenX,PX091601460000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Methacholine_Dose,Methacholine dose,DCW_091601.doc,integer,,,,,,,PhenX,PX091601470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_FVC,FVC,DCW_091601.doc,decimal,mL,,,,,,PhenX,PX091601480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_Extrapolated_Volume,Extrapolated volume,DCW_091601.doc,decimal,mL,,,,,,PhenX,PX091601490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_FEV1,FEV1,DCW_091601.doc,decimal,mL,,,,,,PhenX,PX091601500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_FEV6,FEV6,DCW_091601.doc,decimal,mL,,,,,,PhenX,PX091601510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX091601_PEF,PEF,DCW_091601.doc,decimal,mL / s,,,,,,PhenX,PX091601520000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
