VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,
,Protocol 560403 - proprietary. Check DCW for contact,DCW_560403.doc,,,,,,,,PhenX,PX560403000000,,,,,,,,,,,,,,,,,,,
