VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_Posters_Billboards,"Now I want to ask you about tobacco advertising. In the last 6 months, have you noticed cigarettes or tobacco products being advertised on posters or billboards?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601010000,,,,,1 = Yes,2 = No,7 = Not applicable,8 = Refused,9 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_Newspapers_Magazines,"Now I want to ask you about tobacco advertising. In the last 6 months, have you noticed cigarettes or tobacco products being advertised in newspapers or magazines?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601020000,,,,,1 = Yes,2 = No,7 = Not applicable,8 = Refused,9 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_Radio,"Now I want to ask you about tobacco advertising. In the last 6 months, have you noticed cigarettes or tobacco products being advertised on radio?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601030000,,,,,1 = Yes,2 = No,7 = Not applicable,8 = Refused,9 = Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_Brand_Advertisement,What is the brand of your favorite tobacco advertisement?,DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601040000,,,,,1 = Brand is not listed,2 = I do not have a favorite advertisement,(-8) = Don't know,(-7) = Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_1,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050100,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_2,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050200,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_3,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050300,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_4,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050400,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_5,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050500,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX740601_TobaccoExposure_Advertisements_12Months_SeenThisAd_6,"(DISPLAY 20 RANDOMLY SELECTED TOBACCO ADS HERE, ONE AT A TIME.) In the past 12 months, have you seen this advertisement before this study?",DCW_740601.doc,encoded values,,,,,,,PhenX,PX740601050600,,,,,1 = Yes,"2 = No (GO TO NEXT AD; IF LAST AD, END)","(-8) = Don't know (GO TO NEXT AD; IF LAST AD, END)","(-7) = Refused (GO TO NEXT AD; IF LAST AD, END)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
