VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Cheerful,cheerful,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501010000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Sad,sad,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501020000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Active,active,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501030000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Angry_At_Self,angry at self,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501040000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Disgusted_With_Self,disgusted with self,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501050000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Calm,calm,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501060000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Guilty,guilty,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501070000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Enthusiastic,Enthusiastic,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501080000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Attentive,attentive,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501090000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Afraid,afraid,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501100000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Joyful,joyful,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501110000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Downhearted,Downhearted,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501120000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX180501_Bashful,bashful,DCW_180501.doc,encoded values,,,,,,,PhenX,PX180501130000,,,,,1 = Very slightly or not at all,2 = A little,3 = Moderately,4 = Quite a bit,5 = Extremely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
