VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Alternate_Trail_Making,"Please draw a line, going from a number to a letter in ascending order. Begin here [point to (1)] and draw a line from 1 then to A then to 2 and so on. End here [point to (E)].""",DCW_130701.doc,encoded values,,,,,"Allocate one point if the subject successfully draws the following pattern: 1-A- 2- B- 3- C- 4- D- 5- E, without drawing any lines that cross. Any error that is not immediately self-corrected earns a score of 0.",,PhenX,PX130701010000,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Visuoconstructional_Skills_Cube,"Copy this drawing as accurately as you can, in the space below",DCW_130701.doc,encoded values,,,,,One point is allocated for a correctly executed drawing,,PhenX,PX130701020000,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Visuoconstructional_Skills_Clock,Draw a clock. Put in all the numbers and set the time to 10 after 11.,DCW_130701.doc,encoded values,,,,,"Contour (1 pt.): the clock face must be a circle with only minor distortion acceptable (e.g., slight imperfection on closing the circle);  Numbers (1 pt.): all clock numbers must be present with no additional numbers; numbers must be in the correct order and placed in the approximate quadrants on the clock face; Roman numerals are acceptable; numbers can be placed outside the circle contour;  Hands (1 pt.): there must be two hands jointly indicating the correct time; the hour hand must be clearly shorter than the minute hand; hands must be centered within the clock face with their junction close to the clock centre.  A point is not assigned for a given element if any of the above-criteria are not met.",,PhenX,PX130701030000,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Naming_Camel,Tell me the name this animal,DCW_130701.doc,encoded values,,,,,One point each is given for the following responses: camel or dromedary.,,PhenX,PX130701030100,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Naming_Lion,Tell me the name this animal,DCW_130701.doc,encoded values,,,,,One point each is given for the following responses: lion.,,PhenX,PX130701030200,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Naming_Rhinoceros,Tell me the name this animal,DCW_130701.doc,encoded values,,,,,One point each is given for the following responses: rhinoceros or rhino.,,PhenX,PX130701030300,,,,,0 = not correct,1 = correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Immediate_Recall_Face_Trial1,"This is a memory test. I am going to read a list of words that you will have to remember now and later on. Listen carefully. When I am through, tell me as many words as you can remember. It doesn't matter in what order you say them.  Face",DCW_130701.doc,enumerated,,,,,One point for each word remembered,,PhenX,PX130701040100,,,,,correct,not correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Immediate_Recall_Velvet_Trial1,"This is a memory test. I am going to read a list of words that you will have to remember now and later on. Listen carefully. When I am through, tell me as many words as you can remember. It doesn't matter in what order you say them.  Velvet",DCW_130701.doc,enumerated,,,,,One point for each word remembered,,PhenX,PX130701040200,,,,,correct,not correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Immediate_Recall_Church_Trial1,"This is a memory test. I am going to read a list of words that you will have to remember now and later on. Listen carefully. When I am through, tell me as many words as you can remember. It doesn't matter in what order you say them.  Church",DCW_130701.doc,enumerated,,,,,One point for each word remembered,,PhenX,PX130701040300,,,,,correct,not correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX130701_Immediate_Recall_Daisy_Trial1,"This is a memory test. I am going to read a list of words that you will have to remember now and later on. Listen carefully. When I am through, tell me as many words as you can remember. It doesn't matter in what order you say them.  Daisy",DCW_130701.doc,enumerated,,,,,One point for each word remembered,,PhenX,PX130701040400,,,,,correct,not correct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
