VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_Total_Population,Total Population,DCW_211403.doc,integer,,,,,,,PhenX,PX211403010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic,Not Hispanic or Latino,DCW_211403.doc,integer,,,,,,,PhenX,PX211403020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_WhiteAlone,Not Hispanic or Latino - White alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_BlackAlone,Not Hispanic or Latino - Black or African American alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_Native_AmericanAlone,Not Hispanic or Latino - American Indian and Alaska Native alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_AsianAlone,Not Hispanic or Latino - Asian alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_Hawaiian_PacificIslanderAlone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_Other_RaceAlone,Not Hispanic or Latino - Some other race alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_TwoOrMore_RacesAlone,Not Hispanic or Latino - Two or more races alone,DCW_211403.doc,integer,,,,,,,PhenX,PX211403090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211403_RaceEthnicSegregation_ACS_NotHispanic_TwoAndOther_Race,Not Hispanic or Latino - Two races including Some other race,DCW_211403.doc,integer,,,,,,,PhenX,PX211403100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
