"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX270201_English_Proficiency_Speak_English","Since you speak a language other than English at home, we are interested in your own opinion of how well you speak English. Would you say you speak English…?","DCW_270201.doc","encoded values","","","","","","","PhenX","PX270201010000","","","","","1 = Very well","2 = Well","3 = Not well","4 = Not at all","(-7) = Refused","(-8) = Don't know","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
