VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Full_Brothers,How many full brothers do you have?,DCW_060801.doc,integer,,,,,"Full brothers and sisters are those with whom you share both birth mother and father.  Please include brothers and sisters who are living or deceased, but do not include adopted, foster, half or step brothers or sisters.",,PhenX,PX060801010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Full_Sisters,How many full sisters do you have?,DCW_060801.doc,integer,,,,,"Full brothers and sisters are those with whom you share both birth mother and father.  Please include brothers and sisters who are living or deceased, but do not include adopted, foster, half or step brothers or sisters.",,PhenX,PX060801010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Twin_Brother_Sister,Do you have a twin brother or sister?,DCW_060801.doc,encoded values,,,,,,,PhenX,PX060801020100,,,,,1 = Yes,2 = No,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Identical_Twin,Are you and your twin identical or not identical?,DCW_060801.doc,encoded values,,,,,,,PhenX,PX060801020200,,,,,1 = Identical,2 = Not identical (fraternal),9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Name_1,Who is the oldest?  / What is the first name of your next brother or sister?,DCW_060801.doc,string,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801030100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Gender_1,What is [NAME'S] sex?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801030200,,,,,1 = Male,2 = Female,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Still_Living_1,Is [NAME] still living?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801030300,,,,,1 = Yes,2 = No,3 = Respondent,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Age_1,How old is [NAME] now?  / How old was [NAME] when he/she died?,DCW_060801.doc,integer,,,,,ENTER NUMBER OF YEARS.,,PhenX,PX060801030400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Name_2,Who is the oldest?  / What is the first name of your next brother or sister?,DCW_060801.doc,string,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Gender_2,What is [NAME'S] sex?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801040200,,,,,1 = Male,2 = Female,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Still_Living_2,Is [NAME] still living?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801040300,,,,,1 = Yes,2 = No,3 = Respondent,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Age_2,How old is [NAME] now?  / How old was [NAME] when he/she died?,DCW_060801.doc,integer,,,,,ENTER NUMBER OF YEARS.,,PhenX,PX060801040400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Name_3,Who is the oldest?  / What is the first name of your next brother or sister?,DCW_060801.doc,string,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801050100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Gender_3,What is [NAME'S] sex?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801050200,,,,,1 = Male,2 = Female,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Still_Living_3,Is [NAME] still living?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801050300,,,,,1 = Yes,2 = No,3 = Respondent,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Age_3,How old is [NAME] now?  / How old was [NAME] when he/she died?,DCW_060801.doc,integer,,,,,ENTER NUMBER OF YEARS.,,PhenX,PX060801050400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Name_4,Who is the oldest?  / What is the first name of your next brother or sister?,DCW_060801.doc,string,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801060100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Gender_4,What is [NAME'S] sex?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801060200,,,,,1 = Male,2 = Female,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX060801_Sibling_Still_Living_4,Is [NAME] still living?,DCW_060801.doc,encoded values,,,,,"Start with the oldest among all your brothers and sisters, including yourself.",,PhenX,PX060801060300,,,,,1 = Yes,2 = No,3 = Respondent,9 = NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
