VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730708_Tobacco_Brand_And_Variety_Cigarettes_Brand,What brand of cigarettes do you usually smoke?,DCW_730708.doc,encoded values,,,,,,,PhenX,PX730708010000,,,,,1 = 1839,2 = 305's,3 = Alpine,4 = American Spirit,5 = Basic,6 = Carlton,7 = Camel,8 = Capri,9 = Carlton,10 = Carnival,11 = Cheyenne,12 = Decade,13 = Djarum,14 = Doral,15 = Dunhill,16 = Eve,17 = Exeter,18 = Fortuna,19 = GPC,20 = Grand Prix,21 = Kent,22 = Kentucky's Best,23 = King Mountain,24 = Kool,25 = L&M,26 = Liggett Select,27 = Lucky Strike,28 = Marlboro,29 = Maverick,30 = Merit,31 = Misty,32 = Monarch,33 = Montclair,34 = More,35 = Mustang,36 = Nat Sherman,37 = Native,38 = Newport,39 = Old Gold,40 = Palermo,41 = Pall Mall,42 = Parliament,43 = Players,44 = Pyramid,45 = Salem,46 = Saratoga,47 = Seneca,48 = Shield,49 = Signal,50 = Sonoma,51 = Tahoe,52 = Tareyton,53 = Tourney,54 = USA Gold,55 = Virginia Slims,56 = Wave,57 = Wildhorse,58 = Winston,59 = Vuse,60 = Remington,61 = Smoker's Choice,62 = Some other brand
PX730708_Tobacco_Brand_And_Variety_Cigarettes_Menthol,Were the cigarettes you smoked during the past 30 days menthol?,DCW_730708.doc,encoded values,,,,,,,PhenX,PX730708020000,,,,,1 = Yes,2 = No,99 = Don't Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730708_Tobacco_Brand_And_Variety_Cigarettes_Marlboro,"What length were the Marlboro cigarettes you smoked most often during the past 30 days? Were they shorts, regulars (also known as king-sized), or 100s?",DCW_730708.doc,encoded values,,,,,"ASK IF ""What brand of cigarettes do you usually smoke?"" = '28'",,PhenX,PX730708030000,,,,,1 = Shorts,2 = Regulars or king-sized,3 = 100s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730708_Tobacco_Brand_And_Variety_Cigarettes_Own_Rolled,"During the past 30 days, that is, since [DATEFILL], have you smoked part or all of a roll-your-own tobacco cigarette?",DCW_730708.doc,encoded values,,,,,,,PhenX,PX730708040000,,,,,1 = Yes,2 = No,99 = Don't Know/Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
