VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Total_Population,Total Population,DCW_211402.doc,integer,,,,,,,PhenX,PX211402010000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic,Not Hispanic or Latino,DCW_211402.doc,integer,,,,,,,PhenX,PX211402020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_WhiteAlone,Not Hispanic or Latino - White alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402030000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_BlackAlone,Not Hispanic or Latino - Black or African American alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_NativeAmericanAlone,Not Hispanic or Latino - American Indian and Alaska Native alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_AsianAlone,Not Hispanic or Latino - Asian alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_Hawaiian_PacificIslanderAlone,Not Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402070000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_Other_RaceAlone,Not Hispanic or Latino - Some other race alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402080000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_NotHispanic_TwoOrMore_RacesAlone,Not Hispanic or Latino - Two or more races alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402090000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic,Hispanic or Latino,DCW_211402.doc,integer,,,,,,,PhenX,PX211402100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_WhiteAlone,Hispanic or Latino - White alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402110000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_BlackAlone,Hispanic or Latino - Black or African American alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402120000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_NativeAmericanAlone,Hispanic or Latino - American Indian and Alaska Native alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_AsianAlone,Hispanic or Latino - Asian alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402140000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_Hawaiian_PacificIslanderAlone,Hispanic or Latino - Native Hawaiian and Other Pacific Islander alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_Other_RaceAlone,Hispanic or Latino - Some other race alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402160000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX211402_RaceEthnicSegregation_Census_Hispanic_TwoOrMore_RacesAlone,Hispanic or Latino - Two or more races alone,DCW_211402.doc,integer,,,,,,,PhenX,PX211402170000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
