"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX290501_Food_Swamp_Environment_Grocery_Store","The number of supermarkets and grocery stores in the county. Grocery stores include establishments generally known as supermarkets and smaller grocery stores primarily engaged in retailing a general line of food, such as canned and frozen foods; fresh fruits and vegetables; and fresh and prepared meats, fish, and poultry.","DCW_290501.doc","integer","","","","","","","PhenX","PX290501010000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290501_Food_Swamp_Environment_Fast_Food_Restaurants","The number of limited-service restaurants in the county. Limited-service restaurants include establishments primarily engaged in providing food services where patrons generally order or select items and pay before eating. Food and drink may be consumed on premises, taken out, or delivered to the customer’s location.","DCW_290501.doc","integer","","","","","","","PhenX","PX290501020000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX290501_Food_Swamp_Environment_Convenient_Store","The number of convenience stores in the county. Establishments known as convenience stores or food marts are primarily engaged in retailing a limited line of goods that include soda, snack foods, etc.`","DCW_290501.doc","integer","","","","","","","PhenX","PX290501030000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
