VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_SmallHoles_FiltersEncoded,Have you ever seen or heard that one or more rings of small holes are on the filters of some cigarettes?,DCW_730801.doc,encoded values,,,,,"If the respondent answers “yes” to question 1, the interviewer will proceed to questions 2–8.",,PhenX,PX730801010100,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_SmallHoles_Filters,Have you ever seen or heard that one or more rings of small holes are on the filters of some cigarettes?,DCW_730801.doc,enumerated,,,,,"If the respondent answers “yes” to question 1, the interviewer will proceed to questions 2–8.",,PhenX,PX730801010200,,,,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_HowDo_YouKnow,How do you know about these holes?,DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801020000,,,,,Saw them,Read about them in the news or magazine,Someone told me,Saw a television advertisement about them,Saw or heard a news report about them,Other,Don't know,Refused,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_Ever_Black_HolesEncoded,Did you ever try to block the filter holes on cigarettes?,DCW_730801.doc,encoded values,,,,,skip logic,,PhenX,PX730801030100,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_Ever_Black_Holes,Did you ever try to block the filter holes on cigarettes?,DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801030200,,,,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_How_BlockHoles,How did you block the filter holes?,DCW_730801.doc,string text,,,,,skip logic,,PhenX,PX730801040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_PresentTime_BlackHolesEncoded,At the present time do you block holes when you smoke?,DCW_730801.doc,encoded values,,,,,skip logic,,PhenX,PX730801050100,,,,,1 = Yes,2 = No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_PresentTime_BlackHoles,At the present time do you block holes when you smoke?,DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801050200,,,,,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_ThinkBlocking_EffectTaste,"Do you think that blocking filter holes would make a cigarette taste stronger, milder, or have no effect?",DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801060000,,,,,a lot stronger,moderately stronger,a little stronger,no effect,a little milder,moderately milder,a lot milder,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_ThinkBlocking_EffectTar,"Do you think that blocking filter holes would increase, decrease, or have no effect on the tar a smoker gets from these cigarettes?",DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801070000,,,,,greatly increase,moderately increase,slightly increase,no effect,slightly decrease,moderately decrease,greatly decrease,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX730801_CigaretteFilter_Ventilation_ThinkBlocking_EffectNicotine,"Do you think that blocking filter holes would increase, decrease, or have no effect on the nicotine a smoker gets form these cigarettes?",DCW_730801.doc,enumerated,,,,,skip logic,,PhenX,PX730801080000,,,,,greatly increase,moderately increase,slightly increase,no effect,slightly decrease,moderately decrease,greatly decrease,don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
