VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES
,Protocol 911701 - proprietary. Check DCW for contact.,DCW_911701.doc,,,,,,,,PhenX,PX911701000000,,,,,
