"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX020902_Maximum_Adult_Height_Without_Shoes","How tall {are you/is SP*} without shoes?","DCW_20902.doc","encoded values","","","","","","","PhenX","PX020902010000","","","","","1 = ENTER HEIGHT IN FEET AND INCHES","2 = ENTER HEIGHT IN CENTIMETERS,7 = REFUSED,9 = DON'T KNOW"
"PX020902_Maximum_Adult_Height_Without_Shoes_Feet_None","ENTER NUMBER OF FEET","DCW_20902.doc","decimal","","0","99","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '1'","","PhenX","PX020902010100","","","","","",",,"
"PX020902_Maximum_Adult_Height_Without_Shoes_Feet_None_Refused","ENTER NUMBER OF FEET","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '1'","","PhenX","PX020902010101","","","","","777 = REFUSED","999 = DON'T KNOW,,"
"PX020902_Maximum_Adult_Height_Without_Shoes_Inches_None","ENTER NUMBER OF INCHES","DCW_20902.doc","decimal","","0","99","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '1'","","PhenX","PX020902010200","","","","","",",,"
"PX020902_Maximum_Adult_Height_Without_Shoes_Inches","ENTER NUMBER OF INCHES","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '1'","","PhenX","PX020902010201","","","","","999 = DON'T KNOW",",,"
"PX020902_Maximum_Adult_Height_Without_Shoes_Centimeters_None","ENTER NUMBER OF CENTIMETERS","DCW_20902.doc","decimal","","0","999","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '2'","","PhenX","PX020902010300","","","","","",",,"
"PX020902_Maximum_Adult_Height_Without_Shoes_Centimeters","ENTER NUMBER OF CENTIMETERS","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {are you/is SP*} without shoes?\" = '2'","","PhenX","PX020902010301","","","","","7 = REFUSED","999 = DON'T KNOW,,"
"PX020902_Maximum_Adult_Height_At_25","How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]","DCW_20902.doc","encoded values","","","","","","","PhenX","PX020902020000","","","","","1 = ENTER HEIGHT IN FEET AND INCHES","2 = ENTER HEIGHT IN CENTIMETERS,7 = REFUSED,9 = DON'T KNOW"
"PX020902_Maximum_Adult_Height_At_25_Feet","ENTER NUMBER OF FEET","DCW_20902.doc","decimal","","0","99","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '1'","","PhenX","PX020902020100","","","","","",",,"
"PX020902_Maximum_Adult_Height_At_25_Feet_None","ENTER NUMBER OF FEET","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '1'","","PhenX","PX020902020101","","","","","777 = REFUSED","999 = DON'T KNOW,,"
"PX020902_Maximum_Adult_Height_At_25_Inches","ENTER NUMBER OF INCHES","DCW_20902.doc","decimal","","0","99","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '1'","","PhenX","PX020902020200","","","","","",",,"
"PX020902_Maximum_Adult_Height_At_25_Inches_None","ENTER NUMBER OF INCHES","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '1'","","PhenX","PX020902020201","","","","","999 = DON'T KNOW",",,"
"PX020902_Maximum_Adult_Height_At_25_Centimeters","ENTER NUMBER OF CENTIMETERS","DCW_20902.doc","decimal","","0","999","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '2'","","PhenX","PX020902020300","","","","","",",,"
"PX020902_Maximum_Adult_Height_At_25_Centimeters_None","ENTER NUMBER OF CENTIMETERS","DCW_20902.doc","encoded values","","","","","ASK IF \"How tall {were you/was SP*} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]\" = '2'","","PhenX","PX020902020301","","","","","999 = DON'T KNOW",",,"
