"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX871102_Trust_Medical_Care_Research_4_Item_Fidelity_Doctors_Care_Only_Best_Each_Patient","Fidelity: Doctors who do medical research care only about what is best for each patient.","DCW_871102.doc","encoded values","","","","","","","PhenX","PX871102010000","","","","","1 = Strongly Disagree","2 = Disagree","3 = Neutral","4 = Agree","5 = Strongly Agree"
"PX871102_Trust_Medical_Care_Research_4_Item_Honesty_Doctors_Tell_Patients_Everything_Need_Know_About","Honesty: Doctors tell their patients everything they need to know about being in a research study.","DCW_871102.doc","encoded values","","","","","","","PhenX","PX871102020000","","","","","1 = Strongly Disagree","2 = Disagree","3 = Neutral","4 = Agree","5 = Strongly Agree"
"PX871102_Trust_Medical_Care_Research_4_Item_Global_Treat_Like_Guinea_Pigs","Global: Medical researchers treat people like \"guinea pigs.\"","DCW_871102.doc","encoded values","","","","","","","PhenX","PX871102030000","","","","","1 = Strongly Disagree","2 = Disagree","3 = Neutral","4 = Agree","5 = Strongly Agree"
"PX871102_Trust_Medical_Care_Research_4_Item_Global_Completely_Trust_Doctors_Who_Do","Global: I completely trust doctors who do medical research.","DCW_871102.doc","encoded values","","","","","","","PhenX","PX871102040000","","","","","1 = Strongly Disagree","2 = Disagree","3 = Neutral","4 = Agree","5 = Strongly Agree"
