VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Run_Away_From_Home_Overnight,Has run away from home overnight at least twice while living in parental or parental surrogate home (or once without returning for a lengthy period),DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201010000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Argues_With_Adults,Often argues with adults,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201020000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Lies,"Often lies to obtain goods or favors or to avoid obligations (i.e., ""cons"" others)",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201030000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Physically_Cruel_To_People,Has been physically cruel to people,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201040000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Stolen_Items_Without_Confronting_Victim,"Has stolen items of nontrivial value without confronting a victim (e.g., shoplifting, but without breaking and entering; forgery)",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201050000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Truant_From_School,"Often truant from school, beginning before age 13 years",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201060000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Spiteful_Or_Vindictive,Is often spiteful or vindictive,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201070000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Blames_Others_For_Mistakes,Often blames others for his or her mistakes or misbehavior,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201080000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Deliberately_Destroyed_Property,Has deliberately destroyed others' property (other than by fire setting),DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201090000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Defies_Adults_Requests_Rules,Often actively defies or refuses to comply with adults' requests or rules,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201100000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Initiates_Physical_Fights,"Often initiates physical fights with others who do not live in his or her household (e.g., peers at school or in the neighborhood)",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201110000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Angry_And_Resentful,Is often angry and resentful,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201120000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Touchy_Or_Annoyed_By_Others,Is often touchy or easily annoyed by others,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201130000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Loses_Temper,Often loses temper,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201140000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Forced_Someone_Into_Sexual_Activity,Has forced someone into sexual activity,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201150000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Bullies_Threatens_Or_Intimidates,"Often bullies, threatens, or intimidates others",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201160000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Physically_Cruel_To_Animals,Has been physically cruel to animals,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201170000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Stays_Out_At_Night,"Often stays out at night despite parental prohibitions, beginning before age 13 years",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201180000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Often_Deliberately_Annoys_People,Often deliberately annoys people,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201190000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Stolen_Confronting_Victim,"Has stolen while confronting a victim (e.g., mugging, purse snatching, extortion, armed robbery)",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201200000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Engaged_In_Fire_Setting,Has deliberately engaged in fire setting with the intention of causing serious damage,DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201210000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX540201_Broken_Into_House_Building_Car,"Has broken into someone else's house, building, or car",DCW_540201.doc,encoded values,,,,,,,PhenX,PX540201220000,,,,,0 =Not at all,1 =Just a little,2 =Pretty much,3 = Very much,Don't Know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
