VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Visit_Date,What is the date of the visit?,DCW_741001.doc,date,,,,,,,PhenX,PX741001010100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Visit_Starttime,What is the start time of the visit?,DCW_741001.doc,time,,,,,,,PhenX,PX741001010200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Visit_Endtime,What is the end time of the visit?,DCW_741001.doc,time,,,,,,,PhenX,PX741001010300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Coder_Name,What is the name/ID of the coder?,DCW_741001.doc,string,,,,,,,PhenX,PX741001020000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_Name,What is the name/ID of the store?,DCW_741001.doc,string,,,,,,,PhenX,PX741001030100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_Namematch,Does the store name match the assigned name?,DCW_741001.doc,encoded values,,,,,,,PhenX,PX741001030200,,,,,1 = TRUE,0 = FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_Address,What is the store address?,DCW_741001.doc,string,,,,,,,PhenX,PX741001040100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_Addressmatch,Does the actual address match the assigned address,DCW_741001.doc,encoded values,,,,,,,PhenX,PX741001040200,,,,,1 = TRUE,0 = FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_Survey,"Can you survey the store? If not, then select an option below and STOP.",DCW_741001.doc,encoded values,,,,,,,PhenX,PX741001050100,,,,,"1 = Yes, I can","2 = No, store does not exist","3 = No, store is closed","4 = No, under 18 not allowed to enter","5 = No, membership or fee required to enter","6 = No, environment unsafe for me","7 = No, asked to leave before completing the survey",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX741001_Standardized_Tobaccoassessment_Retailsettings_Store_SurveyOther,"Can you survey the store? If not, then select an option below and STOP.",DCW_741001.doc,string,,,,,,,PhenX,PX741001050200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
