VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,
PX010903_Current_Marital_Status,What best describes your current marital status?,DCW_010903.doc,encoded values,,,,,,,PhenX,PX010903000000,,,,,1 = Married,2 = Divorced,3 = Widowed,4 = Separated,5 = Never married,6 = A member of an unmarried couple,9 = Refused
