VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_54_Or_55_MCQ,"Would you prefer $54 today, or $55 in 117 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301010000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_55_Or_75_MCQ,"Would you prefer $55 today, or $75 in 61 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301020000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_19_Or_25_MCQ,"Would you prefer $19 today, or $25 in 53 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301030000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_31_Or_85_MCQ,"Would you prefer $31 today, or $85 in 7 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301040000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_14_Or_25_MCQ,"Would you prefer $14 today, or $25 in 19 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301050000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_47_Or_50_MCQ,"Would you prefer $47 today, or $50 in 160 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301060000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_15_Or_35_MCQ,"Would you prefer $15 today, or $35 in 13 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301070000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_25_Or_60_MCQ,"Would you prefer $25 today, or $60 in 14 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301080000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_78_Or_80_MCQ,"Would you prefer $78 today, or $80 in 162 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301090000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_40_Or_55_MCQ,"Would you prefer $40 today, or $55 in 62 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301100000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_11_Or_30_MCQ,"Would you prefer $11 today, or $30 in 7 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301110000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_67_Or_75_MCQ,"Would you prefer $67 today, or $75 in 119 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301120000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_34_Or_35_MCQ,"Would you prefer $34 today, or $35 in 186 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301130000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_27_Or_50_MCQ,"Would you prefer $27 today, or $50 in 21 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301140000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_69_Or_85_MCQ,"Would you prefer $69 today, or $85 in 91 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301150000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_49_Or_60_MCQ,"Would you prefer $49 today, or $60 in 89 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301160000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_80_Or_85_MCQ,"Would you prefer $80 today, or $85 in 157 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301170000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_24_Or_35_MCQ,"Would you prefer $24 today, or $35 in 29 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301180000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_33_Or_80_MCQ,"Would you prefer $33 today, or $80 in 14 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301190000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_28_Or_30_MCQ,"Would you prefer $28 today, or $30 in 179 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301200000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_34_Or_50_MCQ,"Would you prefer $34 today, or $50 in 30 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301210000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_25_Or_30_MCQ,"Would you prefer $25 today, or $30 in 80 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301220000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_41_Or_75_MCQ,"Would you prefer $41 today, or $75 in 20 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301230000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_54_Or_60_MCQ,"Would you prefer $54 today, or $60 in 111 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301240000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_54_Or_80_MCQ,"Would you prefer $54 today, or $80 in 30 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301250000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_22_Or_25_MCQ,"Would you prefer $22 today, or $25 in 136 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301260000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX530301_20_Or_55_MCQ,"Would you prefer $20 today, or $55 in 7 days?",DCW_530301.doc,enumerated,,,,,,,PhenX,PX530301270000,,,,,smaller reward today,larger reward in the specified number of days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
