"VARNAME","VARDESC","DOCFILE","TYPE","UNITS","MIN","MAX","RESOLUTION","COMMENT1","COMMENT2","VARIABLE_SOURCE","SOURCE_VARIABLE_ID","VARIABLE_MAPPING","UNIQUEKEY","COLLINTERVAL","ORDER","VALUES"
"PX750702_Media_Use_Tv_Daily_Weekday_Average","On an average weekday, about how much time do you spend watching television and streaming videos that include commercials?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702010000","","","","","1 = None","2 = Half hour or less","3 = About 1 hour","4 = About 2 hours","5 = About 6 hours","6 = About 7 hours","7 = About 5 hours","8 = About 6 hours","9 = 7 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Tv_Daily_Weekend_Day_Average","On an average weekend day, about how much time do you spend watching television and streaming videos that include commercials?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702020000","","","","","1 = None","2 = Less than 1 hour","3 = 1 to 2 hours","4 = 3 to 4 hours","5 = 5 to 6 hours","6 = 7 to 8 hours","7 = 9 to 10 hours","8 = 11 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Radio_Daily_Weekday_Average","On an average weekday, about how much time do you spend listening to the radio or online radio stations that include commercials?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702030000","","","","","1 = None","2 = Half hour or less","3 = About 1 hour","4 = About 2 hours","5 = About 6 hours","6 = About 7 hours","7 = About 5 hours","8 = About 6 hours","9 = 7 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Radio_Daily_Weekend_Day_Average","On an average weekend day, about how much time do you spend listening to the radio or online radio stations that include commercials?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702040000","","","","","1 = None","2 = Less than 1 hour","3 = 1 to 2 hours","4 = 3 to 4 hours","5 = 5 to 6 hours","6 = 7 to 8 hours","7 = 9 to 10 hours","8 = 11 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Social_Media_Yes_No","Sometimes people use the Internet or apps to connect with other people online through social networks like Facebook, Instagram, Snapchat, YouTube, LinkedIn, and Twitter. This is often called social media. Do you use social media?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702050000","","","","","1 = Yes","2 = No","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Social_Media_Weekday_Average","On an average weekday, about how much time do you spend on social media?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702060000","","","","","1 = None","2 = Half hour or less","3 = About 1 hour","4 = About 2 hours","5 = About 6 hours","6 = About 7 hours","7 = About 5 hours","8 = About 6 hours","9 = 7 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","",""
"PX750702_Media_Use_Social_Media_Weekend_Day_Average","On an average weekend day, about how much time do you spend on social media?","DCW_750702.doc","encoded values","","","","","","","PhenX","PX750702070000","","","","","1 = None","2 = Less than 1 hour","3 = 1 to 2 hours","4 = 3 to 4 hours","5 = 5 to 6 hours","6 = 7 to 8 hours","7 = 9 to 10 hours","8 = 11 hours or more","(-8) = DON'T KNOW","(-7) = REFUSED","","","","","","","","","","","","","","","","","","","","","","","",""
