VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Forget_My_Worries,To forget my worries,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503010000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Friends_Pressure_Use_Marijuana,Because my friends pressure me to use marijuana,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503020000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Helps_Me_Enjoy_Party,Because it helps me enjoy a party,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503030000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Helps_When_Depressed,Because it helps me when I feel depressed or nervous,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503040000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Be_Sociable,To be sociable,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503050000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Cheer_Me_Up,To cheer me up when I am in a bad mood,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503060000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Because_Like_The_Feeling,Because I like the feeling,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503070000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_So_Others_Wont_Kid,So that others won’t kid me about not using marijuana,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503080000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Because_Its_Exciting,Because it’s exciting,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503090000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Get_High,To get high,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503100000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Social_Gatherings_More_Fun,Because it makes social gatherings more fun,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503110000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Fit_In,To fit in with the group I like,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503120000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Gives_Pleasant_Feeling,Because it gives me a pleasant feeling,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503130000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Improves_Parties,Because it improves parties and celebrations,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503140000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_More_Selfconfident,Because I feel more self-confident and sure of myself,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503150000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Celebrate_Special_Occasion,To celebrate a special occasion with friends,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503160000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Forget,To forget about my problems,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503170000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Because_Its_Fun,Because it’s fun,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503180000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_To_Be_Liked,To be liked,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503190000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Wont_Feel_Left_Out,So I won’t feel left out,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503200000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Know_Myself_Better,To know myself better,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503210000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Helps_Me_Be_Creative,Because it helps me be more creative and original,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503220000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Understand_Things_Differently,To understand things differently,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503230000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Expand_My_Awareness,To expand my awareness,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503240000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX520503_Marijuana_Open_To_Experiences,To be more open to experiences,DCW_520503.doc,encoded values,,,,,,,PhenX,PX520503250000,,,,,1 = almost never/never,2 = some of the time,3 = half of the time,4 = most of the time,5 = almost always/always,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
