VARNAME,VARDESC,DOCFILE,TYPE,UNITS,MIN,MAX,RESOLUTION,COMMENT1,COMMENT2,VARIABLE_SOURCE,SOURCE_VARIABLE_ID,VARIABLE_MAPPING,UNIQUEKEY,COLLINTERVAL,ORDER,VALUES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Ethnic_Group,"Please fill in: In terms of ethnic group, I consider myself to be ______________________",DCW_710801.doc,string,,,,,,,PhenX,PX710801010000,,,,,,,,,,,,,"PX710701 Not applicable, Computerized Mirror Tracing Persistence Task (MTPT-C)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Find_Out,"I have spent time trying to find out more about my ethnic group, such asIts history, traditions, and customs.",DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801020000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Active_Ethnic_Group,I am activeIn organizations or social groups thatInclude mostly members of my own ethnic group.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801030000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Clear_Sense,I have a clear sense of my ethnic background and whatIt means for me.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801040000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Affect_Life,I think a lot about how my life will be affected by my ethnic group membership.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801050000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Happy_Member,I am happy thatI am a member of the groupI belong to.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801060000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Sense_Belonging,I have a strong sense of belonging to my own ethnic group.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801070000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Understand_Membership,I understand pretty well what my ethnic group membership means to me.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801080000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Learn_TalkAbout,"To learn more about my ethnic background, I have often talked to other people about my ethnic group.",DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801090000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PX710801_Ethnic_Identity_Pride_Accomplishment,I have a lot of prideIn my ethnic group andIts accomplishments.,DCW_710801.doc,encoded values,,,,,,,PhenX,PX710801100000,,,,,1 = Strongly disagree,2 = Disagree,3 = Agree,4 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
